Story ID	Area	Feature	User story	Expected behavior	Code refs	Automated coverage	Test status	Defect status	Priority	Notes
LCLI-SEC-008	Security & Runtime Controls	Webhook secret and signature controls	As a Platform Engineer, I want webhook secrets resolved and signatures verified before trigger dispatch, so external events cannot spoof workflow starts.	GitHub webhook handlers resolve binding secrets, verify signatures, redact stored secrets from create/list responses, stamp signature status, and reject reserved internal origins from external paths.	internal/webui/handlers/webhooks/github.go; internal/webui/handlers/webhooks/secret_resolve.go; internal/trigger/internal_source.go; test/local-mode/verify-webhook.sh	internal/webui/handlers/webhooks/github_test.go; internal/webui/handlers/webhooks/secret_resolve_test.go; internal/trigger/internal_source_test.go; test/local-mode/verify-webhook.sh	Automated coverage found; not run; Live account manual pending	None logged	P1	External webhook delivery requires live account validation.
LCLI-SEC-009	Security & Runtime Controls	External auth session and deployment guardrails	As a Platform Engineer, I want shared deployments protected by validated auth configuration and session state, so only authorized users can access Loom workspaces and APIs.	Auth service validates deployment env, supports login/session/JWT and health flows, applies CORS/rate-limit/TLS guidance, and the web app gates protected routes while preserving return-to links.	services/auth/src/index.ts; services/auth/src/auth.ts; services/auth/src/lib/env-schema.ts; internal/webui/frontend/src/components/AuthGate/AuthGate.tsx; services/auth/DEPLOYMENT.md	services/auth/src/__tests__/auth.test.ts; services/auth/src/__tests__/security-e2e.test.ts; services/auth/src/lib/__tests__/env-schema-extra.test.ts; internal/webui/frontend/src/components/AuthGate/__tests__/AuthGate.test.tsx; make test-auth-service	Automated coverage found; not run	None logged	P0	Auth service tests are separate from the main gate unless invoked explicitly.
LCLI-SEC-010	Security & Runtime Controls	Workflow approval authorization gates	As a Staff / Tech Lead, I want workflow approvals to control sensitive continuation or activation points, so automation cannot bypass required human authorization.	Approval state gates continuation or activation decisions, records metadata for audit, checks eligible approvers, and stays distinct from general await mechanics when a human decision is required.	internal/driver/approval.go; internal/webui/handlers/approvals/module.go; internal/driver/await_op.go; internal/trigger/await_matcher.go; sdk/driver.js	internal/webui/handlers/approvals/module_test.go; internal/driver/await_e2e_test.go; internal/driver/run_test.go; internal/trigger/await_matcher_test.go; sdk/driver.test.mjs	Automated coverage found; not run	None logged	P0	Updated from docs-first pass; focused approval coverage exists.
LCLI-SEC-011	Security & Runtime Controls	Local Redis and runtime credential storage	As a Platform Engineer, I want local Redis and runtime credentials stored and exposed safely, so desktop-local settings do not leak secrets through browser APIs or repo files.	Local settings write private files, validate Redis settings, seal runtime credentials, expose sanitized password/configured flags, and keep credential material out of normal API responses.	internal/localsettings/settings.go; internal/webui/handlers/localsettings/localsettings.go; internal/connector/vault.go; internal/webui/frontend/src/components/SettingsView/SettingsView.tsx	internal/localsettings/settings_test.go; internal/webui/handlers/localsettings/localsettings_test.go; internal/connector/vault_test.go; internal/webui/frontend/src/components/SettingsView/__tests__/SettingsView.test.tsx	Automated coverage found; not run	None logged	P0	Doc-backed by security credential-storage and desktop runtime docs.
LCLI-SEC-012	Security & Runtime Controls	Local realtime, terminal, notify, and editor guards	As a Platform Engineer, I want local realtime and host-control endpoints scoped by tokens or loopback guards, so workspace data and local editor launches cannot be abused across trust boundaries.	SSE tokens bind to workspace and single use, terminal WebSocket tokens bind to session and workspace, session notifications require bearer tokens, and editor launch is restricted to loopback with path validation.	internal/webui/server/realtime/sse_token.go; internal/webui/server/realtime/terminal_auth.go; internal/webui/subscription/token.go; internal/webui/handlers/misc/sessions.go; internal/webui/handlers/misc/editors.go; internal/webui/app/notify_token.go	internal/webui/server/realtime/sse_token_test.go; internal/webui/server/realtime/terminal_auth_test.go; internal/webui/subscription/token_test.go; internal/webui/handlers/misc/sessions_notify_test.go; internal/webui/handlers/misc/editors_test.go; internal/webui/app/terminal_auth_test.go	Automated coverage found; not run	None logged	P0	Split from generic realtime behavior because this is a security boundary.
LCLI-SEC-013	Security & Runtime Controls	Markdown and user-content XSS hardening	As a Platform Engineer, I want markdown and user-provided content sanitized before rendering, so descriptions, comments, and generated text cannot inject scriptable HTML.	Markdown rendering sanitizes incoming content, applies a restricted rehype sanitizer, preserves safe formatting, and tests dangerous HTML cases before content reaches issue detail UI.	internal/webui/frontend/src/utils/sanitizeHtml.ts; internal/webui/frontend/src/components/IssueDetailPanel/sections/MarkdownRenderer.tsx	internal/webui/frontend/src/utils/__tests__/sanitizeHtml.test.ts; internal/webui/frontend/src/components/IssueDetailPanel/sections/__tests__/MarkdownRenderer.test.tsx	Automated coverage found; not run	None logged	P0	Doc-backed by security input-sanitization guidance.
LCLI-SEC-014	Security & Runtime Controls	Clone URL SSRF and Git environment hardening	As a Platform Engineer, I want clone URLs and subprocess Git environment filtered, so workspace setup and agent execution cannot reach internal services or inherit dangerous Git behavior.	Workspace clone validation rejects unsafe schemes, control characters, suspicious path segments, private or metadata hosts, and known internal hostnames; agent subprocess env filtering blocks dangerous Git config and hook variables.	internal/webui/service/workspace_validate.go; internal/cli/repo/repo_cmd.go; internal/cli/envfilter/envfilter.go	internal/cli/envfilter/envfilter_test.go; internal/cli/envfilter_test.go	Automated coverage found; not run; Needs coverage	None logged	P0	Focused ValidateCloneURL tests were not found in this pass.
LCLI-SEC-015	Security & Runtime Controls	Agent IPC mutation and lease fence	As a Platform Engineer, I want daemon IPC limited and lease-scoped, so agent subprocesses can report authorized progress without broad task-store access.	Daemon IPC exposes scoped mutation, heartbeat, release, and completion paths, injects socket context into agent subprocesses, and validates ownership or lease semantics before mutating task state.	internal/cli/daemon/daemon_ipc.go; internal/cli/daemon_ipc_client.go; internal/backend/agentipc/backend.go; internal/cli/daemon/supervisor/ownership.go	internal/cli/daemon/daemon_ipc_test.go; internal/cli/daemon/daemon_ipc_lease_test.go; internal/backend/agentipc/backend_test.go; internal/cli/daemon/supervisor/ownership_test.go	Automated coverage found; not run	None logged	P0	Docs said claim/update/complete only; implementation also includes heartbeat and release paths.
LCLI-OPS-001	Operations & Observability	Runtime repair and preflight remediation	As a Platform Engineer, I want readiness diagnostics to include repair-oriented preflight checks, so I can fix runtime blockers before assigning work.	Ops diagnostics and ensure-runtime report backend reachability, local runtime applicability, daemon liveness, repo and worktree readiness, problem codes, suggested fixes, and remediation attempts with JSON-friendly output.	internal/cli/workspace/ops_cmd.go; internal/ops/workspace.go; internal/runtimepreflight/preflight.go	internal/cli/workspace/ops_cmd_test.go; internal/cli/workspace/local_runtime_e2e_test.go; internal/runtimepreflight/preflight_test.go	Automated coverage found; not run	None logged	P0	Product-facing readiness authority for local/desktop and headless/fleet deployments.
LCLI-OPS-002	Operations & Observability	Serve health and readiness endpoints	As a Platform Engineer, I want health and readiness endpoints separated from CLI diagnostics, so deployment checks can tell whether serve and workspace runtime APIs are healthy.	Health routes expose process health, runtime readiness, route registration, and non-healthy states without requiring a human to run CLI diagnostics.	internal/webui/handlers/health/health.go; internal/webui/handlers/health/runtime_ready.go; internal/webui/app/routes.go	internal/webui/handlers/health/health_test.go; internal/webui/handlers/health/runtime_ready_test.go	Automated coverage found; not run	None logged	P0	Split from CLI diagnostics.
LCLI-OPS-003	Operations & Observability	Daemon lifecycle controls	As a Platform Engineer, I want daemon lifecycle controls exposed from CLI and API, so supervised agents can be started, stopped, restarted, yielded, and shut down intentionally.	Daemon operations show effective status and configuration, execute lifecycle commands, surface daemon conflict or unavailable errors, and support graceful shutdown paths.	internal/cli/daemon/daemon_cmd.go; internal/cli/daemon/supervisor/supervisor.go; internal/webui/handlers/agents/handlers.go	internal/cli/daemon/daemon_cmd_test.go; internal/cli/daemon/supervisor/lifecycle_test.go; internal/webui/handlers/agents/handlers_test.go	Automated coverage found; not run	None logged	P0	Real runtime validation should follow .agent-skills/loom-pr-test/SKILL.md.
LCLI-OPS-004	Operations & Observability	Daemon queue and stuck-work inspection	As a Platform Engineer, I want daemon queue previews and stuck-work signals, so I can distinguish scheduler backlog from broken agents.	Queue operations expose pending work, stuck-agent detection, safe cancellation or drain behavior, and enough state to explain why agents are not picking up tasks.	internal/cli/daemon/daemon_queue.go; internal/cli/daemon/supervisor/supervisor.go	internal/cli/daemon/daemon_queue_test.go; internal/cli/daemon/supervisor/lifecycle_test.go	Automated coverage found; not run	None logged	P0	Split from daemon lifecycle controls.
LCLI-OPS-005	Operations & Observability	Agent and task log inspection	As a Platform Engineer, I want bounded agent and task logs available from CLI and API, so failed or stuck work can be investigated without reading unbounded local files.	Log operations read agent and task logs with bounded line counts, expose server log APIs, and support diagnostic dump workflows for handoff.	internal/cli/daemon/daemon_logs_cmd.go; internal/webui/handlers/misc/logs.go; internal/cli/daemon/supervisor/supervisor.go	internal/cli/daemon/daemon_logs_cmd_test.go; internal/webui/handlers/misc/logs_test.go; internal/cli/daemon/supervisor/lifecycle_test.go	Automated coverage found; not run	None logged	P0	Split from daemon lifecycle controls.
LCLI-OPS-006	Operations & Observability	Monitor dashboard health and queue view	As an Engineering Manager, I want monitor dashboards to show workspace health, queues, agents, and task progress, so I can spot delivery risk without reading raw logs.	Monitor UI loads workspace status, agent and task queues, project health, utilization, loading states, error states, and FleetDB-backed runtime snapshots.	internal/webui/frontend/src/components/MonitorDashboard/MonitorDashboard.tsx; internal/cli/serve/metricscmd/handlers.go	test/fleetdb/ui/04-monitor.spec.ts; internal/webui/frontend/src/components/MonitorDashboard/__tests__/MonitorDashboard.test.tsx; internal/cli/serve/metricscmd/serve_coverage_test.go	Automated coverage found; not run	None logged	P1	Browser dashboard smoke was not run.
LCLI-OPS-007	Operations & Observability	Events, metrics, and tracing signal quality	As a Platform Engineer, I want events, metrics, and traces modeled as backend operational signals, so runtime failures can be debugged without depending only on dashboards.	Operational telemetry records events consistently, propagates trace context through event emission, exposes useful metric labels without cardinality blowups, initializes OpenTelemetry tracing, and provides observability APIs for replay or query.	internal/events/event.go; internal/events/emitter.go; internal/events/metrics.go; internal/events/trace_context.go; internal/events/otelexport/exporter.go; internal/observability/tracing/tracing.go; internal/cli/serve/observability/observability.go	internal/events/event_test.go; internal/events/metrics_test.go; internal/events/trace_context_test.go; internal/events/otelexport/parent_link_test.go; internal/observability/tracing/tracing_init_test.go; internal/observability/tracing/cardinality_test.go; internal/cli/daemon/supervisor/trace_propagate_test.go; internal/cli/serve/observability/observability_test.go	Automated coverage found; not run	None logged	P1	Docs mention older trace gaps, but implementation now includes event trace context.
LCLI-OPS-008	Operations & Observability	Usage and cost reporting	As an Engineering Manager, I want usage and cost reports by date, agent, backend, and token totals, so I can understand operational spend and adoption trends.	Usage collectors and APIs aggregate session usage by date, agent, backend, token counts, and estimated cost, and expose CLI/API/UI reporting surfaces.	internal/usage/store.go; internal/cli/serve/usagecmd/usage.go; internal/webui/frontend/src/components/UsageDashboard/UsageDashboard.tsx	internal/usage/store_test.go; internal/usage/collector_test.go; internal/cli/usage_cmd_e2e_test.go; internal/webui/frontend/src/components/UsageDashboard/__tests__/UsageDashboard.test.tsx	Automated coverage found; not run; Needs coverage	None logged	P1	Focused usage API handler coverage still appears thin.
LCLI-OPS-009	Operations & Observability	Retention cleanup controls	As a Platform Engineer, I want retention cleanup separated from usage reporting, so stale sessions, usage records, and event logs can be purged safely with dry-run previews.	Cleanup commands purge old sessions, usage records, and event JSONL files according to retention settings, support dry-run previews, and avoid deleting unrelated workspace data.	internal/usage/purge.go; internal/cli/cleanup/usage_cmd.go; internal/cli/cleanup/cleanup_cmd.go; internal/cli/cleanup/cleanup_events.go	internal/usage/purge_test.go; internal/cli/cleanup/usage_cmd_test.go; internal/cli/cleanup/cleanup_events_test.go	Automated coverage found; not run	None logged	P1	Split cleanup from reporting.
LCLI-OPS-010	Operations & Observability	Remote worker operations and log forwarding	As a Platform Engineer, I want remote worker operational state and forwarded logs visible through admin APIs, so distributed execution failures can be triaged from the control plane.	Worker operations expose registration, deregistration, lock-state updates, event forwarding, log forwarding, and service state needed to distinguish remote worker setup issues from runtime failures.	internal/cli/serve/worker/worker_cmd.go; internal/store/platform_store.go; internal/domain/platform.go; internal/webui/handlers/misc/worker_api.go	internal/cli/serve/worker/worker_cmd_test.go; internal/webui/handlers/misc/worker_api_test.go	Automated coverage found; not run	None logged	P1	Operational half of worker support; setup half is under Platform Setup.
LCLI-OPS-011	Operations & Observability	Desktop local runtime diagnostics	As a Platform Engineer, I want desktop local runtime status, logs, drain, resume, and startup diagnostics, so desktop-launched Loom failures can be repaired without inspecting app internals.	Local runtime commands report service state, runtime paths, app data, logs, daemon health, drain/resume outcomes, and startup diagnostic errors with JSON-friendly output.	internal/cli/local/local_cmd.go; internal/cli/local/runtime.go; internal/cli/local/daemon.go; internal/cli/workspace/ops_cmd.go	internal/cli/local/local_cmd_diag_test.go; internal/cli/local/runtime_test.go; internal/cli/local/daemon_test.go; internal/cli/workspace/ops_cmd_test.go	Automated coverage found; not run	None logged	P0	Setup/install is mapped under Platform Setup; this row covers operations.
LCLI-OPS-012	Operations & Observability	FleetDB HTTP and SSE transport resilience	As a Platform Engineer, I want FleetDB HTTP and realtime subscriptions to recover cleanly, so transient backend or network failures do not make workspace state silently stale.	FleetDB clients reuse transport safely, classify retryable failures, set long-poll timeouts, reconnect with cursors, catch up missed events, and keep workspace subscriptions isolated.	internal/backend/fleet/transport.go; internal/webui/subscription/backend_subscriber.go; internal/webui/server/realtime/handler.go; internal/webui/server/realtime/hub.go; internal/webui/subscription/module.go	internal/backend/fleet/transport_test.go; internal/webui/subscription/backend_subscriber_test.go; internal/webui/server/realtime/handler_test.go; internal/webui/server/realtime/hub_test.go	Automated coverage found; not run	None logged	P0	Split transport resiliency from user-facing realtime views.
LCLI-OPS-013	Operations & Observability	DriverRun and TaskRun operational timeline	As a Platform Engineer, I want DriverRun and TaskRun timelines, stale recovery, logs, artifacts, and worker lineage visible, so distributed automation failures can be triaged by control-plane state.	Workflow and task-run APIs expose run lifecycle, task request state, stale sweeps, events, artifacts, logs, worker placement, and terminal summaries needed to diagnose automation execution.	internal/cli/epic/run.go; internal/cli/serve/serve_loops.go; internal/driver/run.go; internal/driver/task_request.go; internal/driver/task_events.go; internal/store/platform_store.go; internal/webui/handlers/workflows/module.go	internal/webui/handlers/workflows/workflow_endpoints_e2e_test.go; internal/driver/task_request_test.go; internal/driver/task_events_test.go; internal/driver/run_events_test.go; scripts/test-real-flue-epic-runner.sh	Automated coverage found; not run; Manual pending	None logged	P0	Complements release-confidence rows; this is the operational triage surface.
